Land Use,Property Address,Sale Date,Sale Price,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath,SaleDT
SINGLE FAMILY,3608  BELLWOOD AVE,2015-09-14,640000.0,0.16,3226,220000.0,394900.0,614900.0,3460.0,FULL BSMT,1976.0,STUCCO,B   ,5.0,2.0,0.0,2015-09-14
SINGLE FAMILY,3608  BELMONT BLVD,2013-12-27,485000.0,0.23,3726,180000.0,288800.0,468800.0,2977.44,FULL BSMT,1950.0,BRICK,C   ,3.0,1.0,1.0,2013-12-27
SINGLE FAMILY,3608  COLEWOOD DR,2015-05-01,1580000.0,0.47,3229,315000.0,826400.0,1141400.0,5802.5,CRAWL,2015.0,BRICK/FRAME,X   ,4.0,4.0,1.0,2015-05-01
SINGLE FAMILY,3608  ECHO LN,2015-09-14,121500.0,1.1,4926,21900.0,89300.0,121300.0,1475.0,CRAWL,1971.0,BRICK,C   ,3.0,1.0,1.0,2015-09-14
SINGLE FAMILY,3609  BRUSH HILL CT,2013-09-05,175000.0,0.41,7327,53600.0,94400.0,148000.0,1370.0,CRAWL,1958.0,BRICK,C   ,3.0,2.0,0.0,2013-09-05
SINGLE FAMILY,3609  BUTLER RD,2014-07-10,92000.0,0.38,4291,26000.0,63000.0,89000.0,864.0,FULL BSMT,1998.0,BRICK,C   ,2.0,1.0,0.0,2014-07-10
SINGLE FAMILY,3609  CALDWELL CT,2015-12-04,825000.0,0.3,3726,175000.0,610600.0,785600.0,3762.75,CRAWL,2015.0,BRICK/FRAME,B   ,4.0,3.0,2.0,2015-12-04
SINGLE FAMILY,3609  HAMPTON AVE,2016-03-24,820000.0,0.9,3227,240000.0,468800.0,708800.0,3122.5,PT BSMT,1941.0,BRICK/FRAME,B   ,4.0,4.0,0.0,2016-03-24
SINGLE FAMILY,3609  SABRE DR,2015-10-28,170000.0,0.25,3126,26000.0,109900.0,135900.0,2000.0,FULL BSMT,1956.0,BRICK,C   ,5.0,1.0,0.0,2015-10-28
SINGLE FAMILY,3609  SARATOGA DR,2014-06-27,875000.0,0.78,3226,264000.0,242300.0,512900.0,2756.0,FULL BSMT,1929.0,BRICK,C   ,4.0,2.0,0.0,2014-06-27
SINGLE FAMILY,3609  TRIMBLE RD,2016-02-12,1616887.0,0.94,3229,378000.0,436000.0,839100.0,4020.0,CRAWL,1955.0,BRICK,A   ,4.0,4.0,1.0,2016-02-12
SINGLE FAMILY,3609 GENERAL BATE  DR,2016-06-30,460000.0,0.45,3726,175000.0,200800.0,377900.0,3032.0,PT BSMT,1952.0,BRICK,C   ,6.0,2.0,0.0,2016-06-30
SINGLE FAMILY,3609 WESTBROOK  AVE,2016-10-31,440000.0,0.28,2626,175000.0,154700.0,332100.0,1309.005,PT BSMT,1930.0,FRAME,B   ,2.0,1.0,0.0,2016-10-31
SINGLE FAMILY,361  GLENROSE AVE,2014-02-13,43500.0,0.21,3130,22000.0,55300.0,77300.0,680.0,CRAWL,1965.0,FRAME,C   ,2.0,1.0,0.0,2014-02-13
SINGLE FAMILY,361  JANETTE AVE,2015-01-16,125000.0,0.29,9327,25000.0,78300.0,103300.0,1350.0,CRAWL,1972.0,BRICK,C   ,3.0,1.0,1.0,2015-01-16
SINGLE FAMILY,361  KINGVIEW DR,2014-08-28,55000.0,0.23,3533,21000.0,73400.0,94400.0,1424.75,FULL BSMT,1977.0,BRICK,C   ,3.0,1.0,0.0,2014-08-28
SINGLE FAMILY,361  MELPAR DR,2016-01-25,150000.0,0.37,3927,21000.0,79600.0,100600.0,1275.0,CRAWL,1957.0,BRICK,C   ,3.0,1.0,0.0,2016-01-25
SINGLE FAMILY,361  TUSCULUM RD,2014-07-15,166400.0,0.66,3927,25000.0,115800.0,145000.0,1924.0,CRAWL,1959.0,BRICK,C   ,3.0,2.0,0.0,2014-07-15
SINGLE FAMILY,361  VIEW RIDGE DR,2013-10-21,172400.0,2.5,7226,39800.0,112800.0,152600.0,2096.5,FULL BSMT,1982.0,BRICK,C   ,3.0,2.0,0.0,2013-10-21
SINGLE FAMILY,361 FLUSHING  DR,2016-09-06,157140.0,0.41,3027,23000.0,124700.0,147700.0,1958.0,CRAWL,1953.0,BRICK,C   ,3.0,1.0,0.0,2016-09-06
SINGLE FAMILY,3610  DOGE PL,2014-04-30,356000.0,0.43,3726,175000.0,150000.0,325000.0,1883.0,CRAWL,1955.0,BRICK,C   ,4.0,3.0,0.0,2014-04-30
SINGLE FAMILY,3610  FLORAL DR,2015-10-23,159000.0,0.33,3126,26000.0,120800.0,146800.0,1899.75,FULL BSMT,1966.0,BRICK,C   ,4.0,3.0,0.0,2015-10-23
SINGLE FAMILY,3610  PILCHER AVE,2015-01-16,645010.0,0.18,2526,150000.0,394700.0,544700.0,2997.0,CRAWL,2014.0,FRAME,B   ,4.0,3.0,0.0,2015-01-16
SINGLE FAMILY,3610 HAMPTON  AVE,2016-05-16,975000.0,0.46,3227,240000.0,690900.0,930900.0,3826.0,PT BSMT,1940.0,BRICK,A   ,2.0,3.0,0.0,2016-05-16
SINGLE FAMILY,3611  CENTRAL AVE,2014-05-14,930000.0,0.23,2626,195000.0,491300.0,699200.0,3723.75,PT BSMT,1921.0,STONE,B   ,4.0,3.0,1.0,2014-05-14
SINGLE FAMILY,3611  SABRE DR,2016-04-25,155000.0,0.22,3126,26000.0,73700.0,99700.0,1000.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,0.0,2016-04-25
SINGLE FAMILY,3611  SPERRY AVE,2013-04-01,410000.0,0.46,3227,240000.0,283900.0,529300.0,2507.0,PT BSMT,1948.0,BRICK,C   ,4.0,3.0,0.0,2013-04-01
SINGLE FAMILY,3611  WOODMONT BLVD,2014-08-20,700000.0,0.54,3227,240000.0,390300.0,646400.0,2980.5,FULL BSMT,1938.0,BRICK,B   ,4.0,3.0,0.0,2014-08-20
SINGLE FAMILY,3612  BRIGHTON RD,2015-12-30,1960000.0,0.46,3227,216000.0,1189200.0,1432200.0,6567.5,CRAWL,2015.0,FRAME,X   ,5.0,5.0,1.0,2015-12-30
SINGLE FAMILY,3612  LAKE TOWNE DR,2016-01-11,128500.0,0.23,6027,27500.0,80900.0,108400.0,1270.0,CRAWL,1986.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2016-01-11
SINGLE FAMILY,3612  MEADOWBROOK AVE,2014-08-01,500000.0,0.3,2626,175000.0,199900.0,374900.0,1764.0,CRAWL,1920.0,BRICK,B   ,3.0,1.0,0.0,2014-08-01
SINGLE FAMILY,3612  RAINBOW PL,2015-07-30,459000.0,0.34,9528,203500.0,135100.0,338600.0,1867.0,CRAWL,1951.0,BRICK,C   ,3.0,2.0,1.0,2015-07-30
SINGLE FAMILY,3613  DOGE PL,2015-06-12,348000.0,0.25,3726,175000.0,124600.0,299600.0,1579.0,CRAWL,1954.0,BRICK,C   ,3.0,1.0,0.0,2015-06-12
SINGLE FAMILY,3613  GENERAL BATE DR,2015-02-24,337750.0,0.25,3726,175000.0,116100.0,291100.0,1467.0,PT BSMT,1952.0,BRICK,C   ,2.0,1.0,0.0,2015-02-24
SINGLE FAMILY,3613  LIPTON PL,2015-07-14,135000.0,0.19,6027,27500.0,87700.0,115200.0,1360.0,CRAWL,1989.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-07-14
SINGLE FAMILY,3613  LONGHAVEN XING,2013-08-20,152900.0,0.18,6333,27500.0,114000.0,141500.0,1967.25,CRAWL,1995.0,BRICK/FRAME,C   ,3.0,3.0,0.0,2013-08-20
SINGLE FAMILY,3613  ROBIN RD,2014-05-29,435000.0,0.34,9528,203500.0,125300.0,328800.0,2079.5,PT BSMT,1945.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2014-05-29
SINGLE FAMILY,3613  SPERRY AVE,2015-09-21,605000.0,0.46,3227,240000.0,240300.0,489800.0,2464.75,PT BSMT,1940.0,BRICK/FRAME,B   ,3.0,3.0,0.0,2015-09-21
SINGLE FAMILY,3613  VALLEY VISTA RD,2015-08-12,542000.0,0.17,3226,220000.0,177900.0,409000.0,1860.0,PT BSMT,1933.0,BRICK/FRAME,B   ,2.0,2.0,0.0,2015-08-12
SINGLE FAMILY,3614  BRUSH HILL RD,2014-01-21,364900.0,0.85,7327,63000.0,323000.0,386000.0,3931.25,PT BSMT,1935.0,FRAME,B   ,4.0,2.0,1.0,2014-01-21
SINGLE FAMILY,3614  NORMANDY PL N,2013-11-15,243500.0,0.17,1126,65000.0,122500.0,187500.0,1010.0,CRAWL,1989.0,FRAME,C   ,3.0,2.0,0.0,2013-11-15
SINGLE FAMILY,3614  PILCHER AVE,2016-04-29,829000.0,0.39,2526,148500.0,414200.0,575600.0,3133.0,CRAWL,2016.0,FRAME,B   ,5.0,4.0,0.0,2016-04-29
SINGLE FAMILY,3614  WHITLAND AVE,2015-05-15,960000.0,0.52,2626,231000.0,1119000.0,1350000.0,5772.0,PT BSMT,1929.0,FRAME/STONE,A   ,6.0,6.0,2.0,2015-05-15
SINGLE FAMILY,3615  BAXTER AVE,2016-04-18,215000.0,0.16,7332,28200.0,96900.0,125100.0,1175.0,FULL BSMT,1939.0,STUCCO,C   ,2.0,1.0,0.0,2016-04-18
SINGLE FAMILY,3615  EARHART RD,2013-12-31,97500.0,1.09,6235,36000.0,85100.0,121100.0,1458.0,CRAWL,1963.0,BRICK,C   ,3.0,2.0,0.0,2013-12-31
SINGLE FAMILY,3615  GENERAL BATE DR,2015-02-05,419000.0,0.27,3726,175000.0,177200.0,352200.0,1868.0,PT BSMT,1951.0,BRICK,C   ,3.0,2.0,0.0,2015-02-05
SINGLE FAMILY,3615  MEADOWBROOK AVE,2014-05-02,475000.0,0.3,2626,175000.0,195800.0,373100.0,1572.0,FULL BSMT,1920.0,BRICK,B   ,3.0,1.0,0.0,2014-05-02
SINGLE FAMILY,3615  SANFORD AVE,2014-06-06,150000.0,0.21,3126,26000.0,80000.0,106000.0,815.0,CRAWL,1930.0,FRAME,C   ,2.0,1.0,0.0,2014-06-06
SINGLE FAMILY,3615  SARATOGA DR,2015-03-20,999000.0,0.18,3226,220000.0,705500.0,925500.0,4403.0,CRAWL,2015.0,BRICK,B   ,5.0,4.0,1.0,2015-03-20
SINGLE FAMILY,3615 CENTRAL  AVE,2016-06-24,635000.0,0.22,2626,195000.0,240500.0,435500.0,2006.40002,CRAWL,1953.0,BRICK,C   ,3.0,3.0,0.0,2016-06-24
SINGLE FAMILY,3615 SANFORD  AVE,2016-09-30,214900.0,0.21,3126,26000.0,80000.0,106000.0,815.0,CRAWL,1930.0,FRAME,C   ,2.0,1.0,0.0,2016-09-30
SINGLE FAMILY,3616 MEADOW  DR,2016-09-20,811000.0,0.35,3227,240000.0,256500.0,496500.0,2841.0,PT BSMT,1938.0,FRAME/STONE,C   ,4.0,2.0,0.0,2016-09-20
SINGLE FAMILY,3617  BAXTER AVE,2014-09-05,130000.0,0.16,7332,28200.0,87600.0,115800.0,1109.0,FULL BSMT,1935.0,BRICK,C   ,2.0,1.0,0.0,2014-09-05
SINGLE FAMILY,3617  FLORAL DR,2014-11-06,125000.0,0.29,3126,26000.0,90200.0,116200.0,1144.0,CRAWL,1956.0,BRICK,C   ,2.0,1.0,0.0,2014-11-06
SINGLE FAMILY,3617  GENERAL BATE DR,2013-02-15,460000.0,0.3,3726,175000.0,248400.0,423900.0,2483.39996,PT BSMT,1951.0,BRICK,C   ,3.0,2.0,0.0,2013-02-15
SINGLE FAMILY,3617  NEBRASKA AVE,2013-12-09,325000.0,0.23,2526,150000.0,105000.0,257600.0,1122.0,FULL BSMT,1954.0,BRICK,C   ,2.0,2.0,0.0,2013-12-09
SINGLE FAMILY,3617  PIERSIDE DR,2014-04-24,95000.0,0.23,6233,20000.0,93000.0,115500.0,1067.0,CRAWL,1991.0,FRAME,C   ,3.0,2.0,0.0,2014-04-24
SINGLE FAMILY,3617  SARATOGA DR,2015-03-24,999900.0,0.18,3226,220000.0,709700.0,929700.0,4353.0,CRAWL,2015.0,BRICK,B   ,4.0,3.0,1.0,2015-03-24
SINGLE FAMILY,3617  SPERRY AVE,2016-01-08,1550000.0,0.46,3227,240000.0,1044500.0,1284500.0,4956.0,CRAWL,2015.0,BRICK,A   ,4.0,4.0,2.0,2016-01-08
SINGLE FAMILY,3617  VALLEY VISTA RD,2015-06-11,300000.0,0.17,3226,220000.0,60000.0,280000.0,1188.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,0.0,2015-06-11
SINGLE FAMILY,3618  FAIRMEADE DR,2014-09-26,262500.0,0.98,3533,21000.0,270200.0,291200.0,3298.0,CRAWL,1994.0,BRICK,B   ,4.0,3.0,0.0,2014-09-26
SINGLE FAMILY,3619  BAXTER AVE,2015-01-30,170000.0,0.16,7332,28200.0,97700.0,125900.0,1108.0,CRAWL,2003.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-01-30
SINGLE FAMILY,3619  NEBRASKA AVE,2014-04-22,231500.0,0.1,2526,150000.0,82500.0,232500.0,812.0,CRAWL,1928.0,FRAME,C   ,2.0,1.0,0.0,2014-04-22
SINGLE FAMILY,3619  SABRE DR,2016-04-11,116000.0,0.22,3126,26000.0,62100.0,94000.0,850.0,CRAWL,1956.0,BRICK,C   ,2.0,1.0,0.0,2016-04-11
SINGLE FAMILY,362  FORREST VALLEY DR,2015-03-12,274900.0,1.72,6736,61600.0,160000.0,221600.0,2336.0,SLAB,1970.0,BRICK/FRAME,B   ,3.0,2.0,0.0,2015-03-12
SINGLE FAMILY,3620  MAYFLOWER PL,2013-12-13,385000.0,0.39,3726,175000.0,164000.0,342400.0,1728.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2013-12-13
SINGLE FAMILY,3620  ROBIN RD,2014-12-31,400900.0,0.33,9528,203500.0,91500.0,295000.0,1524.0,PT BSMT,1945.0,BRICK,C   ,2.0,1.0,1.0,2014-12-31
SINGLE FAMILY,3620  WOOD BRIDGE DR,2015-08-11,170000.0,0.3,6026,27000.0,116800.0,143800.0,2356.0,CRAWL,1978.0,BRICK/FRAME,C   ,4.0,3.0,0.0,2015-08-11
SINGLE FAMILY,3621  ARCADIA CIR,2015-05-11,110000.0,0.34,6027,27500.0,78600.0,106100.0,1232.0,CRAWL,1986.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-05-11
SINGLE FAMILY,3621  FLORAL DR,2014-05-02,140000.0,0.28,3126,26000.0,104800.0,130800.0,1826.54999,FULL BSMT,1960.0,BRICK,C   ,2.0,1.0,0.0,2014-05-02
SINGLE FAMILY,3621  LAKE TOWNE DR,2015-03-19,128000.0,0.23,6027,27500.0,78800.0,106300.0,1112.0,CRAWL,1992.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-03-19
SINGLE FAMILY,3621  LONGHAVEN XING,2014-02-07,136900.0,0.23,6333,27500.0,93200.0,120700.0,1516.0,SLAB,1996.0,FRAME,C   ,3.0,2.0,0.0,2014-02-07
SINGLE FAMILY,3621 LONGHAVEN  XING,2016-05-27,167900.0,0.23,6333,27500.0,93200.0,120700.0,1516.0,SLAB,1996.0,FRAME,C   ,3.0,2.0,0.0,2016-05-27
SINGLE FAMILY,3622  TRIMBLE RD,2016-02-24,900000.0,0.94,3229,378000.0,358100.0,756000.0,4061.0,CRAWL,1954.0,BRICK,A   ,3.0,3.0,0.0,2016-02-24
SINGLE FAMILY,3623  SARATOGA DR,2013-12-20,422500.0,0.18,3226,220000.0,174100.0,394100.0,1970.0,CRAWL,1950.0,BRICK,C   ,4.0,1.0,0.0,2013-12-20
SINGLE FAMILY,3623  VALLEY VISTA RD,2014-05-20,270000.0,0.18,3226,220000.0,75700.0,298200.0,850.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2014-05-20
SINGLE FAMILY,3623  WESTBROOK AVE,2014-05-30,535000.0,0.22,2626,175000.0,237800.0,412800.0,2071.72003,CRAWL,1920.0,FRAME,B   ,3.0,4.0,0.0,2014-05-30
SINGLE FAMILY,3623 TRIMBLE  RD,2016-09-28,1155000.0,0.96,3229,378000.0,702100.0,1080100.0,5463.22998,PT BSMT,2005.0,BRICK/FRAME,X   ,4.0,3.0,2.0,2016-09-28
SINGLE FAMILY,3624  BELLWOOD AVE,2015-07-15,587500.0,0.21,3226,220000.0,244400.0,472100.0,2458.75,FULL BSMT,1940.0,BRICK,C   ,5.0,2.0,0.0,2015-07-15
SINGLE FAMILY,3624  KNOLLWOOD RD,2015-06-24,1699900.0,0.92,3227,240000.0,1045200.0,1285200.0,5825.75,CRAWL,2015.0,FRAME,X   ,5.0,4.0,1.0,2015-06-24
SINGLE FAMILY,3624  PIERSIDE DR,2014-07-09,193500.0,0.23,6233,20000.0,93600.0,116600.0,1166.0,SLAB,1992.0,FRAME,C   ,3.0,2.0,0.0,2014-07-09
SINGLE FAMILY,3624  RAINBOW PL,2013-10-04,550000.0,0.42,9528,203500.0,210500.0,425500.0,3315.0,CRAWL,1950.0,BRICK,C   ,2.0,2.0,0.0,2013-10-04
SINGLE FAMILY,3624 ARCADIA  CIR,2016-05-31,154255.0,0.32,6027,27500.0,99100.0,126600.0,1750.0,CRAWL,1986.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2016-05-31
SINGLE FAMILY,3624 VALLEY VISTA  RD,2016-09-28,235000.0,0.33,3226,198000.0,128200.0,326200.0,1400.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2016-09-28
SINGLE FAMILY,3625  LAKE TOWNE DR,2015-03-11,153500.0,0.23,6027,27500.0,102900.0,130400.0,1597.0,SLAB,1989.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-03-11
SINGLE FAMILY,3625  LONGHAVEN XING,2015-07-28,182000.0,0.23,6333,27500.0,130400.0,157900.0,2228.0,SLAB,1995.0,FRAME,C   ,3.0,3.0,0.0,2015-07-28
SINGLE FAMILY,3625 VALLEY VISTA  RD,2016-10-07,309900.0,0.2,3226,220000.0,90400.0,310400.0,1045.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,0.0,2016-10-07
SINGLE FAMILY,3626  KNOLLWOOD RD,2014-07-16,450000.0,0.92,3227,240000.0,1193000.0,1433000.0,7005.25,PT BSMT,2015.0,BRICK/FRAME,X   ,4.0,3.0,2.0,2014-07-16
SINGLE FAMILY,3626  SARATOGA DR,2015-07-20,995000.0,0.29,3226,220000.0,619900.0,839900.0,3975.0,CRAWL,2014.0,BRICK/FRAME,B   ,5.0,5.0,1.0,2015-07-20
SINGLE FAMILY,3627 B  WOODMONT BLVD,2015-04-03,800000.0,0.17,3227,240000.0,665400.0,905400.0,4270.0,CRAWL,2016.0,BRICK/FRAME,B   ,4.0,3.0,2.0,2015-04-03
SINGLE FAMILY,3628  DONNA KAY DR,2015-06-03,101000.0,0.23,3926,21500.0,73700.0,95200.0,879.0,CRAWL,1988.0,FRAME,C   ,2.0,2.0,0.0,2015-06-03
SINGLE FAMILY,3628  LAKE TOWNE DR,2013-06-28,134000.0,0.24,6027,27500.0,91800.0,119300.0,1636.0,CRAWL,1991.0,FRAME,C   ,3.0,3.0,0.0,2013-06-28
SINGLE FAMILY,3628  WOOD BRIDGE DR,2013-05-06,151000.0,0.35,6026,27000.0,106500.0,133500.0,1980.0,SLAB,1978.0,BRICK/FRAME,C   ,3.0,3.0,0.0,2013-05-06
SINGLE FAMILY,3629  BRIGHTON RD,2013-06-20,685000.0,0.49,3227,324000.0,436800.0,772300.0,4117.75,CRAWL,1995.0,BRICK,A   ,3.0,3.0,1.0,2013-06-20
SINGLE FAMILY,3629  GENERAL BATE DR,2013-08-29,375000.0,0.33,3726,175000.0,124400.0,299400.0,1624.0,CRAWL,1951.0,BRICK,C   ,3.0,2.0,0.0,2013-08-29
SINGLE FAMILY,3629  LONGHAVEN XING,2015-08-31,175900.0,0.26,6333,27500.0,111800.0,139300.0,1874.0,CRAWL,1995.0,FRAME,C   ,3.0,3.0,0.0,2015-08-31
SINGLE FAMILY,3629  VALLEY VISTA RD,2016-02-24,622758.0,0.18,3226,220000.0,370600.0,590600.0,2972.0,FULL BSMT,1940.0,STUCCO,B   ,5.0,2.0,1.0,2016-02-24
SINGLE FAMILY,3629 WOODMONT  BLVD,2016-10-03,1322500.0,0.19,3227,240000.0,728200.0,968200.0,4566.0,CRAWL,2016.0,BRICK,B   ,4.0,4.0,0.0,2016-10-03
SINGLE FAMILY,363  JANETTE AVE,2013-12-31,100000.0,0.29,9327,25000.0,76600.0,101700.0,1350.0,CRAWL,1972.0,BRICK,C   ,3.0,1.0,0.0,2013-12-31
SINGLE FAMILY,363 GLENROSE  AVE,2016-07-20,144000.0,0.21,3130,22000.0,73600.0,95600.0,1470.0,CRAWL,1930.0,STONE,C   ,3.0,2.0,0.0,2016-07-20
SINGLE FAMILY,363 MARGO  LN,2016-06-17,145000.0,0.45,3927,26000.0,66200.0,92200.0,975.0,CRAWL,1958.0,BRICK,C   ,2.0,1.0,0.0,2016-06-17
SINGLE FAMILY,3632  PIERSIDE DR,2015-03-20,141500.0,0.23,6233,20000.0,81400.0,101400.0,1008.0,SLAB,1991.0,FRAME,C   ,3.0,2.0,0.0,2015-03-20
SINGLE FAMILY,3633  CHESAPEAKE DR,2015-05-15,114900.0,0.22,4831,20000.0,84300.0,104300.0,1287.0,CRAWL,1987.0,BRICK,C   ,4.0,2.0,0.0,2015-05-15
SINGLE FAMILY,3636  ANDERSON RD,2014-03-07,125000.0,0.23,6026,27000.0,114000.0,157800.0,2145.0,CRAWL,1988.0,FRAME,C   ,4.0,3.0,0.0,2014-03-07
SINGLE FAMILY,3637  DONNA KAY DR,2014-10-10,125000.0,0.26,3926,21500.0,86600.0,108100.0,1169.0,CRAWL,1988.0,FRAME,C   ,3.0,2.0,0.0,2014-10-10
SINGLE FAMILY,3637  VALLEY VISTA RD,2013-10-18,585000.0,0.2,3226,220000.0,283000.0,503000.0,2761.25,PT BSMT,1925.0,BRICK,B   ,3.0,3.0,0.0,2013-10-18
SINGLE FAMILY,3638 RICHLAND  AVE,2016-09-01,1240000.0,0.21,2626,195000.0,1063000.0,1273800.0,5215.0,CRAWL,2005.0,BRICK,A   ,6.0,4.0,2.0,2016-09-01
SINGLE FAMILY,364  BART DR,2015-06-29,140000.0,0.41,3928,17000.0,70100.0,90200.0,1300.0,CRAWL,1972.0,BRICK,C   ,3.0,2.0,0.0,2015-06-29
SINGLE FAMILY,364  HESTER AVE,2014-07-03,80000.0,0.19,3130,22000.0,55700.0,77700.0,768.0,CRAWL,1940.0,FRAME,C   ,1.0,1.0,0.0,2014-07-03
SINGLE FAMILY,364  WILLARD DR,2015-12-29,148000.0,0.88,3927,26000.0,81700.0,107700.0,1601.75,FULL BSMT,1960.0,BRICK,C   ,3.0,1.0,0.0,2015-12-29
SINGLE FAMILY,3640  DONNA KAY DR,2014-01-15,95000.0,0.23,3926,21500.0,72000.0,93500.0,901.0,CRAWL,1988.0,FRAME,C   ,2.0,1.0,0.0,2014-01-15
SINGLE FAMILY,3640  HUNTINGBORO TRL,2015-07-06,150000.0,0.19,6027,27500.0,95100.0,122600.0,1497.0,CRAWL,1988.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-07-06
SINGLE FAMILY,3640 KNOLLWOOD  RD,2016-05-06,685000.0,0.95,3227,240000.0,362600.0,602600.0,4462.0,PT BSMT,1948.0,BRICK,B   ,5.0,5.0,1.0,2016-05-06
SINGLE FAMILY,3641  WOOD BRIDGE DR,2016-01-21,182000.0,0.33,6026,27000.0,100800.0,129900.0,1884.0,SLAB,1977.0,BRICK/FRAME,C   ,3.0,2.0,1.0,2016-01-21
SINGLE FAMILY,3645  ECHO LN,2015-10-19,160000.0,1.1,4926,21900.0,128100.0,150000.0,1534.0,FULL BSMT,1980.0,BRICK,C   ,3.0,1.0,1.0,2015-10-19
SINGLE FAMILY,3648  CHESAPEAKE DR,2014-11-19,102000.0,0.22,4831,20000.0,81900.0,101900.0,1252.0,CRAWL,1987.0,BRICK,C   ,4.0,2.0,0.0,2014-11-19
SINGLE FAMILY,3649  WOOD BRIDGE DR,2016-03-28,193000.0,0.34,6026,27000.0,116000.0,150600.0,2363.0,CRAWL,1977.0,BRICK/FRAME,C   ,4.0,3.0,0.0,2016-03-28
SINGLE FAMILY,365  CEDARCLIFF RD,2015-02-10,127000.0,0.23,6028,20400.0,98400.0,118800.0,1814.0,CRAWL,1986.0,FRAME,C   ,3.0,3.0,0.0,2015-02-10
SINGLE FAMILY,365  CLEARLAKE DR W,2013-06-07,158000.0,0.36,6026,27000.0,107800.0,134800.0,1529.0,CRAWL,1982.0,BRICK,C   ,3.0,2.0,0.0,2013-06-07
SINGLE FAMILY,3654  KNOLLWOOD RD,2014-06-30,1350000.0,1.12,3227,240000.0,773400.0,1013400.0,5501.0,CRAWL,1940.0,STONE,A   ,4.0,4.0,1.0,2014-06-30
SINGLE FAMILY,3654 HOGGETT FORD  RD,2016-09-26,320000.0,6.02,6233,64400.0,159400.0,229200.0,3210.00007,FULL BSMT,1974.0,FRAME,C   ,4.0,3.0,0.0,2016-09-26
SINGLE FAMILY,366  FAIRLANE DR,2014-03-25,146500.0,0.32,3927,21000.0,104800.0,127300.0,1250.0,CRAWL,1957.0,BRICK,C   ,3.0,2.0,0.0,2014-03-25
SINGLE FAMILY,366  HESTER AVE,2014-07-03,90000.0,0.21,3130,22000.0,69200.0,95200.0,1102.0,CRAWL,1940.0,FRAME,C   ,2.0,1.0,0.0,2014-07-03
SINGLE FAMILY,366  MELPAR DR,2015-07-14,131000.0,0.48,3927,21000.0,94900.0,115900.0,1275.0,FULL BSMT,1957.0,BRICK,C   ,3.0,1.0,0.0,2015-07-14
SINGLE FAMILY,3660  ANDERSON RD,2015-06-26,215000.0,0.39,6026,27000.0,152100.0,179100.0,2391.0,SLAB,1971.0,BRICK,C   ,3.0,3.0,0.0,2015-06-26
SINGLE FAMILY,3660  MAYFLOWER PL,2015-05-21,520000.0,0.25,3726,175000.0,195700.0,370700.0,2100.0,PT BSMT,1950.0,BRICK,C   ,4.0,2.0,0.0,2015-05-21
SINGLE FAMILY,3661  WOOD BRIDGE DR,2013-09-20,112500.0,0.3,6026,27000.0,101100.0,128900.0,1679.0,CRAWL,1977.0,BRICK,C   ,3.0,2.0,0.0,2013-09-20
SINGLE FAMILY,3668  CHESAPEAKE DR,2013-11-21,60000.0,0.22,4831,20000.0,81000.0,101000.0,1250.0,CRAWL,1987.0,BRICK,C   ,3.0,2.0,0.0,2013-11-21
SINGLE FAMILY,367  STRASSER DR,2015-05-29,217900.0,0.34,3927,21000.0,149300.0,171600.0,2950.0,FULL BSMT,1956.0,BRICK,C   ,3.0,3.0,0.0,2015-05-29
SINGLE FAMILY,3673  TAMPA DR,2016-04-29,179600.0,0.29,3927,28000.0,97200.0,125200.0,1725.0,SLAB,1969.0,BRICK,C   ,5.0,2.0,0.0,2016-04-29
SINGLE FAMILY,3675  TAMPA DR,2016-01-04,169900.0,0.28,3927,28000.0,95900.0,123900.0,2025.0,FULL BSMT,1967.0,BRICK,C   ,3.0,2.0,0.0,2016-01-04
SINGLE FAMILY,368  WILLARD DR,2014-07-25,132000.0,0.88,3927,26000.0,89100.0,121400.0,1344.0,FULL BSMT,1962.0,BRICK,C   ,3.0,1.0,1.0,2014-07-25
SINGLE FAMILY,368  WILLOW BOUGH LN,2015-07-24,360000.0,1.11,6227,99000.0,180300.0,279300.0,2805.20001,FULL BSMT,1978.0,BRICK,A   ,3.0,2.0,0.0,2015-07-24
SINGLE FAMILY,3680  RICHBRIAR CT,2014-03-10,162000.0,0.48,3927,28000.0,88300.0,119500.0,2900.0,FULL BSMT,1967.0,BRICK,C   ,2.0,2.0,0.0,2014-03-10
