Land Use,Property Address,Sale Date,Sale Price,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath,SaleDT
SINGLE FAMILY,1315  STRATFORD AVE,2014-08-22,236000.0,0.34,7328,37000.0,137800.0,174800.0,1530.0,FULL BSMT,1935.0,BRICK,C   ,3.0,1.0,0.0,2014-08-22
SINGLE FAMILY,1315  SUNNYMEADE DR,2013-06-21,149900.0,0.58,7328,40000.0,137300.0,181300.0,1358.0,CRAWL,1958.0,BRICK,C   ,3.0,2.0,0.0,2013-06-21
SINGLE FAMILY,1315  VENUS DR,2015-05-29,96000.0,0.23,3026,17000.0,67100.0,87500.0,1248.0,CRAWL,1949.0,FRAME,C   ,2.0,1.0,0.0,2015-05-29
SINGLE FAMILY,1316  BEDDINGTON PARK,2015-02-03,875000.0,1.25,9226,180000.0,717900.0,897900.0,5185.0,PT BSMT,1995.0,STUCCO,X   ,5.0,4.0,0.0,2015-02-03
SINGLE FAMILY,1316  CHESTER AVE,2014-09-04,292000.0,0.16,3627,25000.0,240700.0,265700.0,2124.5,SLAB,2014.0,FRAME,B   ,4.0,2.0,1.0,2014-09-04
SINGLE FAMILY,1316  GREENFIELD AVE,2013-07-22,303000.0,0.28,7328,37000.0,187600.0,232300.0,2205.0,CRAWL,1930.0,BRICK,C   ,4.0,2.0,0.0,2013-07-22
SINGLE FAMILY,1316  MARS DR,2015-04-14,55000.0,0.23,3026,17000.0,72100.0,101800.0,936.0,CRAWL,1950.0,FRAME,C   ,3.0,1.0,0.0,2015-04-14
SINGLE FAMILY,1316  MCCHESNEY AVE,2014-07-10,348500.0,0.43,7328,40000.0,147400.0,191400.0,2338.5,PT BSMT,1930.0,BRICK/FRAME,C   ,4.0,1.0,0.0,2014-07-10
SINGLE FAMILY,1316  NINTH ST,2015-05-15,156000.0,0.32,6226,17000.0,126600.0,143600.0,1304.0,CRAWL,1945.0,FRAME,C   ,3.0,2.0,0.0,2015-05-15
SINGLE FAMILY,1316  SATURN DR,2014-09-04,89900.0,0.36,3026,17000.0,67600.0,87500.0,1176.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2014-09-04
SINGLE FAMILY,1316  SHELTON AVE,2015-07-23,112500.0,0.29,7328,37000.0,244100.0,281500.0,2458.92004,CRAWL,1928.0,FRAME,C   ,3.0,3.0,0.0,2015-07-23
SINGLE FAMILY,1316 A  STAINBACK AVE,2015-07-30,312300.0,0.1,3426,10500.0,228500.0,239000.0,1726.0,CRAWL,2015.0,FRAME,B   ,3.0,2.0,1.0,2015-07-30
SINGLE FAMILY,1316 B  STAINBACK AVE,2015-09-29,314900.0,0.1,3426,10500.0,228500.0,239000.0,1726.0,CRAWL,2015.0,FRAME,B   ,3.0,1.0,1.0,2015-09-29
SINGLE FAMILY,1316 SHELTON  AVE,2016-06-01,440000.0,0.29,7328,37000.0,244100.0,281500.0,2458.92004,CRAWL,1928.0,FRAME,C   ,3.0,3.0,0.0,2016-06-01
SINGLE FAMILY,1317  DAVIDSON ST,2016-01-28,215000.0,0.23,2328,25000.0,78900.0,103900.0,814.0,CRAWL,1960.0,FRAME,D   ,2.0,1.0,0.0,2016-01-28
SINGLE FAMILY,1317  JONES AVE,2013-01-08,16000.0,0.17,3426,15000.0,0.0,15300.0,,,,,,,,,2013-01-08
SINGLE FAMILY,1317  PILLOW ST,2014-01-06,91000.0,0.23,3127,45000.0,35100.0,80100.0,788.0,PT BSMT,1955.0,FRAME,E   ,2.0,1.0,0.0,2014-01-06
SINGLE FAMILY,1317 A  STAINBACK AVE,2016-02-10,260000.0,0.1,3426,10500.0,214800.0,233300.0,1520.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2016-02-10
SINGLE FAMILY,1317 ARDEE  AVE,2016-07-27,328000.0,0.61,7328,40700.0,102300.0,152800.0,1611.0,CRAWL,1942.0,BRICK,C   ,2.0,1.0,0.0,2016-07-27
SINGLE FAMILY,1317 B STAINBACK AVE,2016-03-03,263500.0,0.1,3426,10500.0,204400.0,222900.0,1520.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2016-03-03
SINGLE FAMILY,1317 C STAINBACK AVE,2016-03-04,258000.0,0.1,3426,10500.0,210900.0,229400.0,1520.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2016-03-04
SINGLE FAMILY,1317 D  STAINBACK AVE,2016-02-18,237000.0,0.1,3426,10500.0,205200.0,223700.0,1528.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2016-02-18
SINGLE FAMILY,1317 MERIDIAN  ST,2016-08-01,172000.0,0.3,3426,18000.0,67300.0,85300.0,2045.0,PT BSMT,1940.0,FRAME,C   ,3.0,1.0,0.0,2016-08-01
SINGLE FAMILY,1318  CARDINAL AVE,2014-12-29,248000.0,0.23,7328,30000.0,160000.0,190000.0,2111.0,FULL BSMT,1952.0,FRAME,C   ,3.0,2.0,0.0,2014-12-29
SINGLE FAMILY,1318  KERMIT DR,2014-10-29,114500.0,0.26,3026,17000.0,61200.0,78200.0,792.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2014-10-29
SINGLE FAMILY,1318  PILLOW ST,2015-01-09,160000.0,0.33,3127,63000.0,0.0,63000.0,,,,,,,,,2015-01-09
SINGLE FAMILY,1318 A  LISCHEY AVE,2016-02-01,150000.0,0.2,3426,15000.0,237500.0,252500.0,1824.0,CRAWL,2016.0,FRAME,B   ,3.0,2.0,1.0,2016-02-01
SINGLE FAMILY,1318 A  STAINBACK AVE,2014-12-02,240000.0,0.1,3426,10500.0,190500.0,201000.0,1415.0,SLAB,2014.0,FRAME,B   ,3.0,3.0,0.0,2014-12-02
SINGLE FAMILY,1318 B  STAINBACK AVE,2014-10-28,235900.0,0.1,3426,10500.0,206600.0,217100.0,1406.0,SLAB,2014.0,BRICK,B   ,3.0,3.0,0.0,2014-10-28
SINGLE FAMILY,1318 C  STAINBACK AVE,2014-10-21,238000.0,0.1,3426,10500.0,189600.0,200100.0,1406.0,SLAB,2014.0,FRAME,B   ,3.0,3.0,0.0,2014-10-21
SINGLE FAMILY,1318 GREENFIELD  AVE,2016-10-06,410000.0,0.28,7328,37000.0,259000.0,300900.0,2802.0,CRAWL,1930.0,BRICK,C   ,3.0,2.0,0.0,2016-10-06
SINGLE FAMILY,1318 SWEETBRIAR  AVE,2016-08-15,525000.0,0.22,2228,180000.0,137700.0,317700.0,1423.0,CRAWL,1935.0,BRICK,C   ,3.0,1.0,0.0,2016-08-15
SINGLE FAMILY,1319  LITTLE HAMILTON AVE,2015-08-28,220000.0,0.2,3127,45000.0,0.0,45000.0,,,,,,,,,2015-08-28
SINGLE FAMILY,1319  MONTGOMERY AVE,2014-06-23,230000.0,0.16,3426,15000.0,139100.0,154100.0,1424.0,PT BSMT,1936.0,BRICK,C   ,4.0,2.0,0.0,2014-06-23
SINGLE FAMILY,1319  STAINBACK AVE,2014-07-14,210000.0,0.2,3426,15000.0,161300.0,176300.0,1200.0,CRAWL,1936.0,FRAME,B   ,3.0,2.0,0.0,2014-07-14
SINGLE FAMILY,1319  STRATFORD AVE,2014-09-03,395000.0,0.3,7328,37000.0,266200.0,309500.0,2314.1875,PT BSMT,1940.0,BRICK,C   ,4.0,3.0,0.0,2014-09-03
SINGLE FAMILY,132  40TH AVE N,2015-06-25,450000.0,0.18,2526,150000.0,157500.0,307500.0,1920.0,FULL BSMT,1950.0,BRICK,C   ,3.0,2.0,0.0,2015-06-25
SINGLE FAMILY,132  BLACKBURN AVE,2014-06-20,560000.0,0.25,4328,290000.0,220800.0,510800.0,2295.0,CRAWL,1950.0,BRICK,C   ,3.0,2.0,0.0,2014-06-20
SINGLE FAMILY,132  CHEEK RD,2013-08-26,1200000.0,0.7,4327,339300.0,798600.0,1138400.0,4507.625,CRAWL,2006.0,BRICK,X   ,5.0,4.0,2.0,2013-08-26
SINGLE FAMILY,132  FAIN ST,2015-06-02,40000.0,0.18,1426,7500.0,30500.0,38000.0,1376.0,CRAWL,1910.0,FRAME,D   ,3.0,1.0,0.0,2015-06-02
SINGLE FAMILY,132  FERN AVE,2016-01-29,95000.0,0.16,3527,11000.0,232700.0,243700.0,3017.0,CRAWL,2016.0,FRAME,B   ,3.0,,,2016-01-29
SINGLE FAMILY,132  LUCILE ST,2013-07-31,112000.0,0.17,3426,15000.0,65000.0,86100.0,992.0,CRAWL,1940.0,FRAME,C   ,2.0,1.0,0.0,2013-07-31
SINGLE FAMILY,132  LUNA DR,2015-06-30,135000.0,0.28,3930,18000.0,115100.0,133100.0,2000.0,SLAB,1963.0,BRICK,C   ,3.0,1.0,1.0,2015-06-30
SINGLE FAMILY,132  PIEDMONT AVE,2013-08-13,126500.0,0.16,7330,26000.0,99700.0,127400.0,949.0,CRAWL,1965.0,BRICK,C   ,2.0,1.0,0.0,2013-08-13
SINGLE FAMILY,132  VALLEY GREEN DR,2015-03-02,124000.0,0.23,3929,24000.0,78900.0,102900.0,1304.0,SLAB,1973.0,BRICK/FRAME,C   ,3.0,1.0,1.0,2015-03-02
SINGLE FAMILY,1320  7TH AVE N,2014-11-14,439000.0,0.1,126,40000.0,274200.0,314200.0,1810.0,CRAWL,2005.0,FRAME,B   ,3.0,3.0,0.0,2014-11-14
SINGLE FAMILY,1320  CHESTER AVE,2014-08-28,179000.0,0.16,3627,25000.0,94000.0,119000.0,880.0,CRAWL,1952.0,FRAME,C   ,3.0,1.0,0.0,2014-08-28
SINGLE FAMILY,1320  GREENFIELD AVE,2015-01-13,229000.0,0.21,7328,37000.0,141100.0,178100.0,1401.125,CRAWL,1930.0,STONE,C   ,3.0,1.0,0.0,2015-01-13
SINGLE FAMILY,1320  MCCHESNEY AVE,2016-04-13,250000.0,0.23,7328,37000.0,156100.0,196800.0,1488.0,CRAWL,1930.0,BRICK,C   ,3.0,1.0,1.0,2016-04-13
SINGLE FAMILY,1320  NEELYS BEND RD,2016-03-31,69500.0,0.99,6926,27500.0,125800.0,154300.0,1901.0,CRAWL,1957.0,BRICK,C   ,3.0,1.0,0.0,2016-03-31
SINGLE FAMILY,1320  SATURN DR,2015-12-01,80000.0,0.29,3026,17000.0,64400.0,81400.0,1028.0,FULL BSMT,1950.0,FRAME,C   ,3.0,1.0,0.0,2015-12-01
SINGLE FAMILY,1320 SWEETBRIAR  AVE,2016-10-03,1200000.0,0.22,2228,180000.0,513900.0,737800.0,3426.0,CRAWL,2012.0,FRAME,B   ,4.0,3.0,1.0,2016-10-03
SINGLE FAMILY,1321  CHEYENNE BLVD,2014-04-16,132000.0,0.4,6926,27000.0,98600.0,125600.0,1481.0,CRAWL,1970.0,BRICK,C   ,3.0,2.0,0.0,2014-04-16
SINGLE FAMILY,1321  HARWOOD DR,2014-03-26,212000.0,0.33,3626,27600.0,121300.0,148900.0,1070.0,CRAWL,1955.0,BRICK,C   ,3.0,1.0,0.0,2014-03-26
SINGLE FAMILY,1321  LITTLE HAMILTON AVE,2015-11-10,202500.0,0.2,3127,45000.0,0.0,45000.0,,,,,,,,,2015-11-10
SINGLE FAMILY,1321  MERCURY DR,2015-10-30,55000.0,0.28,3026,17000.0,84000.0,101000.0,1125.0,CRAWL,1950.0,BRICK,C   ,3.0,1.0,0.0,2015-10-30
SINGLE FAMILY,1321  N 6TH ST,2015-05-29,145000.0,0.17,3426,15000.0,59000.0,74000.0,975.0,CRAWL,1965.0,BRICK,C   ,3.0,1.0,0.0,2015-05-29
SINGLE FAMILY,1321  PILLOW ST,2013-11-14,115000.0,0.23,3127,45000.0,106800.0,151800.0,1248.0,CRAWL,1957.0,FRAME,C   ,3.0,1.0,0.0,2013-11-14
SINGLE FAMILY,1321  SATURN DR,2013-02-15,111000.0,0.33,3026,17000.0,76900.0,93900.0,1550.5,FULL BSMT,1952.0,FRAME,C   ,3.0,1.0,0.0,2013-02-15
SINGLE FAMILY,1321 A  STRATFORD AVE,2014-09-05,369900.0,0.24,7328,37000.0,271700.0,313800.0,2178.0,CRAWL,2014.0,FRAME,B   ,4.0,3.0,0.0,2014-09-05
SINGLE FAMILY,1321 B  STRATFORD AVE,2014-10-16,372500.0,0.22,7328,37000.0,271700.0,310700.0,2178.0,CRAWL,2014.0,FRAME,B   ,4.0,3.0,0.0,2014-10-16
SINGLE FAMILY,1321 CORELAND  DR,2016-05-16,105000.0,0.45,6927,20000.0,94200.0,114200.0,1714.56,FULL BSMT,1959.0,BRICK,C   ,3.0,1.0,1.0,2016-05-16
SINGLE FAMILY,1321 MCCHESNEY  AVE,2016-08-22,225000.0,0.24,7328,37000.0,98200.0,141100.0,1153.0,CRAWL,1930.0,STONE,C   ,2.0,1.0,0.0,2016-08-22
SINGLE FAMILY,1321 MERCURY  DR,2016-05-31,165000.0,0.28,3026,17000.0,84000.0,101000.0,1125.0,CRAWL,1950.0,BRICK,C   ,3.0,1.0,0.0,2016-05-31
SINGLE FAMILY,1321 MERIDIAN  ST,2016-08-10,195000.0,0.5,3426,18000.0,128900.0,146900.0,2380.0,PT BSMT,1940.0,BRICK,C   ,4.0,2.0,0.0,2016-08-10
SINGLE FAMILY,1322  ARDEE AVE,2014-12-29,180000.0,0.16,7328,30000.0,107200.0,137200.0,1402.5,FULL BSMT,1964.0,BRICK,C   ,2.0,1.0,0.0,2014-12-29
SINGLE FAMILY,1322  HILDRETH DR,2013-07-11,450000.0,1.24,3728,245000.0,133000.0,378000.0,2383.0,PT BSMT,1961.0,BRICK,B   ,4.0,3.0,0.0,2013-07-11
SINGLE FAMILY,1322  MERIDIAN ST,2014-06-12,295000.0,0.13,3426,15000.0,301300.0,316300.0,2475.90002,CRAWL,2014.0,FRAME,B   ,3.0,2.0,1.0,2014-06-12
SINGLE FAMILY,1322  PILLOW ST,2016-01-29,1250000.0,0.29,3127,63000.0,0.0,63000.0,,,,,,,,,2016-01-29
SINGLE FAMILY,1322  SIOUX TER,2014-10-01,149900.0,0.32,6926,27000.0,116500.0,144200.0,2100.0,FULL BSMT,1971.0,BRICK,C   ,3.0,3.0,0.0,2014-10-01
SINGLE FAMILY,1322 A LISCHEY AVE,2016-03-11,320000.0,0.1,3426,10500.0,270900.0,281400.0,2090.0,CRAWL,2016.0,FRAME,B   ,3.0,2.0,2.0,2016-03-11
SINGLE FAMILY,1323  OTAY ST,2014-02-07,165000.0,0.19,3627,25000.0,96900.0,121900.0,1160.0,CRAWL,1940.0,BRICK,C   ,2.0,2.0,0.0,2014-02-07
SINGLE FAMILY,1323  SATURN DR,2015-04-28,127000.0,0.34,3026,17000.0,83700.0,100700.0,2044.64001,FULL BSMT,1952.0,FRAME,C   ,3.0,1.0,1.0,2015-04-28
SINGLE FAMILY,1324  ARDEE AVE,2014-03-28,260400.0,0.16,7328,30000.0,159500.0,189500.0,1932.0,FULL BSMT,1948.0,FRAME,C   ,3.0,2.0,0.0,2014-03-28
SINGLE FAMILY,1324  N 6TH ST,2013-03-12,51294.0,0.23,3426,15000.0,60800.0,75800.0,975.0,CRAWL,1965.0,BRICK,C   ,3.0,1.0,1.0,2013-03-12
SINGLE FAMILY,1325  KERMIT DR,2015-10-07,70300.0,0.22,3026,17000.0,58500.0,75500.0,750.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2015-10-07
SINGLE FAMILY,1326  MARS DR,2013-08-30,63000.0,0.23,3026,17000.0,65000.0,82800.0,1210.0,CRAWL,1950.0,FRAME,C   ,3.0,1.0,0.0,2013-08-30
SINGLE FAMILY,1326  MCCHESNEY AVE,2013-03-13,145000.0,0.33,7328,40000.0,104800.0,144800.0,1550.0,PT BSMT,1927.0,BRICK,C   ,2.0,1.0,0.0,2013-03-13
SINGLE FAMILY,1326  MERIDIAN ST,2015-03-19,253000.0,0.17,3426,15000.0,128800.0,143800.0,1522.0,CRAWL,2004.0,BRICK,C   ,3.0,2.0,0.0,2015-03-19
SINGLE FAMILY,1326  PENNOCK AVE,2014-11-21,186500.0,0.3,3426,18000.0,102900.0,122900.0,1257.0,CRAWL,2008.0,FRAME,C   ,3.0,2.0,0.0,2014-11-21
SINGLE FAMILY,1326  SATURN DR,2014-10-14,110000.0,0.32,3026,17000.0,77600.0,94600.0,1371.0,FULL BSMT,1950.0,FRAME,C   ,2.0,1.0,1.0,2014-10-14
SINGLE FAMILY,1327  KERMIT DR,2015-12-04,82000.0,0.22,3026,17000.0,62500.0,83600.0,744.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2015-12-04
SINGLE FAMILY,1327  MCALPINE AVE,2015-09-11,185000.0,0.18,7328,30000.0,99800.0,132300.0,864.0,PT BSMT,1938.0,FRAME,C   ,2.0,1.0,0.0,2015-09-11
SINGLE FAMILY,1327  MCCHESNEY AVE,2014-08-13,221500.0,0.28,7328,37000.0,107500.0,155100.0,1224.71999,FULL BSMT,1948.0,BRICK,C   ,2.0,1.0,0.0,2014-08-13
SINGLE FAMILY,1327  OTAY ST,2014-06-09,191000.0,0.19,3627,25000.0,73600.0,98600.0,1220.0,CRAWL,1935.0,BRICK,C   ,2.0,1.0,0.0,2014-06-09
SINGLE FAMILY,1327  STRATFORD AVE,2015-06-26,429000.0,0.31,7328,40000.0,268400.0,308400.0,2232.25,CRAWL,1925.0,BRICK,B   ,3.0,2.0,1.0,2015-06-26
SINGLE FAMILY,1327 AMERIDIAN  ST,2016-05-24,340700.0,0.1,3426,10500.0,289800.0,300300.0,2272.0,CRAWL,2016.0,FRAME,B   ,3.0,2.0,2.0,2016-05-24
SINGLE FAMILY,1327 B  STRATFORD AVE,2013-08-01,359900.0,0.18,7328,37000.0,299800.0,336800.0,2305.0,CRAWL,2013.0,FRAME,B   ,3.0,2.0,1.0,2013-08-01
SINGLE FAMILY,1327 B MERIDIAN ST,2016-03-23,337900.0,0.1,3426,10500.0,271900.0,282400.0,2128.0,CRAWL,2016.0,FRAME,B   ,3.0,2.0,1.0,2016-03-23
SINGLE FAMILY,1327 MERCURY  DR,2016-06-02,105000.0,0.27,3026,17000.0,60300.0,80800.0,1192.0,FULL BSMT,1950.0,FRAME,C   ,3.0,1.0,0.0,2016-06-02
SINGLE FAMILY,1328  BARNES RD,2015-01-14,153000.0,0.32,4079,25000.0,89700.0,114700.0,1572.0,CRAWL,1979.0,FRAME,C   ,3.0,2.0,0.0,2015-01-14
SINGLE FAMILY,1328  CARDINAL AVE,2014-01-07,190000.0,0.17,7328,30000.0,133500.0,163500.0,2240.0,FULL BSMT,1946.0,BRICK,C   ,2.0,1.0,0.0,2014-01-07
SINGLE FAMILY,1328  OTTER CREEK RD,2016-02-11,720000.0,1.25,9226,315000.0,232100.0,547100.0,3107.0,CRAWL,1971.0,BRICK,B   ,3.0,2.0,1.0,2016-02-11
SINGLE FAMILY,1328  PENNOCK AVE,2014-07-07,195500.0,0.2,3426,15000.0,183700.0,198700.0,1646.72003,PT BSMT,1930.0,BRICK,B   ,3.0,2.0,0.0,2014-07-07
SINGLE FAMILY,1329  4TH AVE N,2015-06-19,330000.0,0.07,126,20000.0,129800.0,155500.0,744.0,CRAWL,1920.0,FRAME,C   ,2.0,1.0,0.0,2015-06-19
SINGLE FAMILY,1329  CHESHIRE DR,2015-11-13,172000.0,1.12,6829,25000.0,81000.0,108100.0,2200.0,FULL BSMT,1958.0,BRICK,C   ,2.0,1.0,0.0,2015-11-13
SINGLE FAMILY,1329  MCCHESNEY AVE,2013-09-10,170000.0,0.26,7328,37000.0,96600.0,133600.0,1170.0,FULL BSMT,1930.0,BRICK,C   ,3.0,1.0,0.0,2013-09-10
SINGLE FAMILY,1329  MERCURY DR,2013-11-20,103900.0,0.27,3026,17000.0,73600.0,90600.0,995.0,FULL BSMT,1950.0,FRAME,C   ,3.0,1.0,0.0,2013-11-20
SINGLE FAMILY,1329  MERIDIAN ST,2014-10-31,87500.0,0.1,3426,10500.0,289800.0,300300.0,2272.0,CRAWL,2015.0,FRAME,B   ,3.0,2.0,2.0,2014-10-31
SINGLE FAMILY,1329  PENNOCK AVE,2016-04-22,500000.0,0.2,3426,15000.0,44800.0,59800.0,820.0,CRAWL,1936.0,FRAME,D   ,3.0,1.0,0.0,2016-04-22
SINGLE FAMILY,1329  VENUS DR,2015-12-21,107000.0,0.33,3026,17000.0,77700.0,98600.0,1200.0,CRAWL,1950.0,FRAME,C   ,3.0,2.0,,2015-12-21
SINGLE FAMILY,1329 A  MERIDIAN ST,2016-01-14,339000.0,0.1,3426,10500.0,289800.0,300300.0,2272.0,CRAWL,2015.0,FRAME,B   ,3.0,2.0,2.0,2016-01-14
SINGLE FAMILY,1329 B  MERIDIAN ST,2016-01-15,335000.0,0.1,3426,10500.0,289800.0,300300.0,2272.0,CRAWL,2015.0,FRAME,B   ,3.0,2.0,2.0,2016-01-15
SINGLE FAMILY,1329 PENNOCK  AVE,2016-06-15,585000.0,0.2,3426,15000.0,44800.0,59800.0,820.0,CRAWL,1936.0,FRAME,D   ,3.0,1.0,0.0,2016-06-15
SINGLE FAMILY,133  37TH AVE N,2014-09-10,327500.0,0.18,2526,150000.0,126300.0,276300.0,1260.0,PT BSMT,1931.0,BRICK,C   ,3.0,1.0,0.0,2014-09-10
SINGLE FAMILY,133  ALTON RD,2014-10-14,1250000.0,0.46,4327,295000.0,721300.0,1016300.0,5045.0,CRAWL,2014.0,BRICK/FRAME,A   ,5.0,5.0,1.0,2014-10-14
SINGLE FAMILY,133  BONNABROOK DR,2015-10-26,134900.0,0.27,6233,21000.0,94000.0,115000.0,1325.0,CRAWL,1960.0,BRICK,C   ,3.0,1.0,1.0,2015-10-26
SINGLE FAMILY,133  DODGE DR,2015-03-04,126500.0,0.26,3132,18000.0,81900.0,99900.0,1494.0,CRAWL,1956.0,BRICK,C   ,2.0,1.0,0.0,2015-03-04
SINGLE FAMILY,133  DONALD ST,2014-07-30,110000.0,0.46,4832,20000.0,84900.0,104900.0,1476.0,CRAWL,1957.0,BRICK,C   ,3.0,1.0,0.0,2014-07-30
SINGLE FAMILY,133  HAYNES PARK DR,2014-05-13,157500.0,0.3,3533,21000.0,94100.0,115100.0,2444.0,FULL BSMT,1972.0,BRICK,C   ,3.0,2.0,0.0,2014-05-13
SINGLE FAMILY,133  HEADY DR,2015-10-23,850000.0,0.5,4327,295000.0,363400.0,658400.0,3391.0,CRAWL,1952.0,BRICK,B   ,4.0,3.0,1.0,2015-10-23
SINGLE FAMILY,133  HODGE CT,2013-10-28,100000.0,0.26,3532,20000.0,93300.0,113300.0,1809.17999,FULL BSMT,1977.0,BRICK,C   ,3.0,1.0,1.0,2013-10-28
SINGLE FAMILY,133  KENNER AVE,2014-05-30,545000.0,0.23,3227,190000.0,244800.0,442500.0,2318.0,FULL BSMT,1930.0,BRICK,C   ,5.0,3.0,0.0,2014-05-30
SINGLE FAMILY,133  MCCALL ST,2016-02-26,195000.0,0.4,3131,25000.0,160400.0,185400.0,1721.0,PT BSMT,1955.0,BRICK,C   ,2.0,2.0,0.0,2016-02-26
SINGLE FAMILY,133  OCALA DR,2013-08-30,122000.0,0.23,3929,24000.0,96700.0,120700.0,1602.0,CRAWL,1975.0,BRICK,C   ,2.0,1.0,0.0,2013-08-30
SINGLE FAMILY,133  ROBERT YOEST DR,2015-01-12,90000.0,0.22,3929,24000.0,67300.0,91300.0,1128.0,CRAWL,1976.0,FRAME,C   ,3.0,1.0,1.0,2015-01-12
SINGLE FAMILY,133  SPRING VALLEY RD,2013-05-01,239900.0,0.64,4130,40000.0,201700.0,248900.0,2414.0,CRAWL,1950.0,BRICK,C   ,3.0,2.0,0.0,2013-05-01
SINGLE FAMILY,133  TAGGART AVE,2014-06-16,770000.0,0.47,4327,295000.0,304000.0,599000.0,3502.75,CRAWL,1950.0,BRICK,B   ,4.0,2.0,0.0,2014-06-16
SINGLE FAMILY,133  TOMARAND RD,2016-02-25,88000.0,0.39,3928,17000.0,59600.0,76600.0,1110.0,CRAWL,1972.0,BRICK,C   ,3.0,1.0,0.0,2016-02-25
SINGLE FAMILY,133 MCCALL  ST,2016-08-12,295000.0,0.4,3131,25000.0,160400.0,185400.0,1721.0,PT BSMT,1955.0,BRICK,C   ,2.0,2.0,0.0,2016-08-12
SINGLE FAMILY,133 TOMARAND  RD,2016-08-17,148000.0,0.39,3928,17000.0,59600.0,76600.0,1110.0,CRAWL,1972.0,BRICK,C   ,3.0,1.0,0.0,2016-08-17
SINGLE FAMILY,1330  MARS DR,2014-11-14,82000.0,0.23,3026,17000.0,58200.0,78900.0,768.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2014-11-14
SINGLE FAMILY,1330  OLD HICKORY BLVD,2013-12-23,80000.0,0.9,6828,42500.0,65600.0,110100.0,996.0,CRAWL,1945.0,FRAME,C   ,3.0,1.0,0.0,2013-12-23
SINGLE FAMILY,1331  STAINBACK AVE,2014-06-19,260000.0,0.2,3426,15000.0,223000.0,238000.0,1930.0,CRAWL,1938.0,FRAME,B   ,4.0,3.0,0.0,2014-06-19
SINGLE FAMILY,1331 A  PENNOCK AVE,2015-05-07,299900.0,0.1,3426,10500.0,233000.0,243500.0,1806.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2015-05-07
SINGLE FAMILY,1331 B  PENNOCK AVE,2015-05-01,299900.0,0.1,3426,10500.0,235000.0,249700.0,1824.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2015-05-01
SINGLE FAMILY,1332 A  PENNOCK AVE,2015-11-03,320000.0,0.1,3426,10500.0,237800.0,248300.0,1798.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2015-11-03
SINGLE FAMILY,1332 B  PENNOCK AVE,2015-11-02,315000.0,0.1,3426,10500.0,236900.0,247400.0,1775.0,CRAWL,2015.0,FRAME,B   ,3.0,3.0,0.0,2015-11-02
SINGLE FAMILY,1333  APPLE VALLEY RD,2015-02-06,139900.0,0.31,6929,24500.0,93400.0,117900.0,1393.0,CRAWL,1997.0,FRAME,C   ,3.0,2.0,0.0,2015-02-06
SINGLE FAMILY,1333  CARDINAL AVE,2014-02-06,174000.0,0.25,7328,37000.0,94600.0,141100.0,1413.0,CRAWL,1951.0,BRICK,C   ,2.0,1.0,0.0,2014-02-06
SINGLE FAMILY,1333  GREENLAND AVE,2014-09-10,415000.0,0.13,7328,30000.0,389600.0,419600.0,2427.0,FULL BSMT,2014.0,FRAME,B   ,3.0,3.0,0.0,2014-09-10
SINGLE FAMILY,1333  STAINBACK AVE,2013-10-24,176500.0,0.2,3426,15000.0,116800.0,137500.0,1385.0,CRAWL,1924.0,FRAME,C   ,2.0,2.0,0.0,2013-10-24
SINGLE FAMILY,1334  LISCHEY AVE,2014-03-07,216300.0,0.22,3426,15000.0,146300.0,162500.0,1799.0,CRAWL,1928.0,BRICK,C   ,3.0,2.0,0.0,2014-03-07
SINGLE FAMILY,1334  MERIDIAN ST,2015-04-30,360000.0,0.17,3426,15000.0,213200.0,228200.0,2307.5,PT BSMT,1910.0,FRAME,C   ,4.0,2.0,1.0,2015-04-30
SINGLE FAMILY,1334  SPRINGFIELD HWY,2015-08-27,271000.0,1.75,6826,46000.0,153700.0,220900.0,2380.0,CRAWL,1979.0,BRICK,C   ,3.0,3.0,0.0,2015-08-27
SINGLE FAMILY,1334  WINTHORNE DR,2015-07-09,169400.0,0.55,3027,23000.0,91500.0,114500.0,1912.0,FULL BSMT,1967.0,BRICK,C   ,3.0,2.0,0.0,2015-07-09
SINGLE FAMILY,1335  CARDINAL AVE,2014-06-03,167000.0,0.25,7328,37000.0,119800.0,156800.0,1183.0,CRAWL,1956.0,BRICK,C   ,3.0,1.0,0.0,2014-06-03
